DB Item Name,DB Price,Current Xero Code,Matched Xero Code,Xero Name,Xero Price,Xero Account,Xero Status,Match Score,Price Match
"1ltr Flint Glass Food Jar 82mm Twist Neck Finish",0,RAW036,RAW036,"1ltr Flint Glass Food Jar 82mm Twist Neck Finish",0,,Active,1.00,Yes
"325ml Flint Glass Round Food Jar 70mm Deep Twist",0.48,RAW009,RAW009,"325ml Flint Glass Round Food Jar 70mm Deep Twist",0.48,100.003,Active,1.00,Yes
"375ml Flint Glass Food Jar 63mm Twist Neck Finish",0,RAW041,RAW041,"375ml Flint Glass Food Jar 63mm Twist Neck Finish",0,,Active,1.00,Yes
"500g Shallow Twist Black Lid",0.13,RAW013,RAW013,"500g Shallow Twist Black Lid",0.13,100.002,Active,1.00,Yes
"500ml Glass Jar (Medium Size) - 63mm Twist Finish",0.32,RAW012,RAW012,"500ml Glass Jar (Medium Size) - 63mm Twist Finish",0.32,100.001,Active,1.00,Yes
"63MM BLACK METAL RTS PUFF COMPOUND NO BTN CAP",0,RAW042,RAW042,"63MM BLACK METAL RTS PUFF COMPOUND NO BTN CAP",0,,Active,1.00,Yes
"82MM BLACK METAL RTS PUFF COMPOUND NO B (1L / 1KG)",0,RAW037,RAW037,"82MM BLACK METAL RTS PUFF COMPOUND NO B (1L / 1KG)",0,,Active,1.00,Yes
"ABC (Almond, Brazil & Cashew) Butter (250g) Label",0,RAW019,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,Yes
"ABC (Almond, Brazil & Cashew) Butter 250g",7.45,111,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Alfie's - ABC Butter (250g)",44.7,AFC023,AFC023,"Alfie's - ABC Butter (250g)",0,44.7,GST Free Income,1.00,No
"Alfie's - Almond - Raw Pouch (250g)",5.66,AFC048,AFC048,"Alfie's - Almond - Raw Pouch (250g)",5.66,123.002,Active,1.00,Yes
"Alfie's - Almond - Roasted Pouch (250g)",5.13,AFC047,AFC047,"Alfie's - Almond - Roasted Pouch (250g)",5.13,123.001,Active,1.00,Yes
"Alfie's - Almond - Smoked Pouch (250g)",7.69,AFC046,AFC046,"Alfie's - Almond - Smoked Pouch (250g)",7.69,123,Active,1.00,Yes
"Alfie's - Almond - Tamari Pouch (250g)",7.69,AFC049,AFC049,"Alfie's - Almond - Tamari Pouch (250g)",7.69,123.003,Active,1.00,Yes
"Alfie's - Almond & Pistachio Butter (250g)",45.3,AFC024,AFC024,"Alfie's - Almond & Pistachio Butter (250g)",45.3,102.133,Active,1.00,Yes
"Alfie's - Almond Butter (250g)",37.8,AFC003,AFC003,"Alfie's - Almond Butter (250g)",37.8,102.01,Active,1.00,Yes
"Alfie's - Almond Butter (500g)",66,AFC035,AFC035,"Alfie's - Almond Butter (500g)",66,102.12,Active,1.00,Yes
"Alfie's - Almond Butter (800g)",90,AFC016,AFC016,"Alfie's - Almond Butter (800g)",90,102.136,Active,1.00,Yes
"Alfie's - Brazil - Raw Pouch (250g)",8.71,AFC050,AFC050,"Alfie's - Brazil - Raw Pouch (250g)",8.71,123.004,Active,1.00,Yes
"Alfie's - Cashew - Cinnamon Pouch (250g)",7.29,AFC086,AFC086,"Alfie's - Cashew - Cinnamon Pouch (250g)",7.29,123.028,Active,1.00,Yes
"Alfie's - Cashew - Honey Pouch (250g)",7.29,AFC085,AFC085,"Alfie's - Cashew - Honey Pouch (250g)",7.29,123.027,Active,1.00,Yes
"Alfie's - Cashew - Raw Pouch (250g)",7.46,AFC052,AFC052,"Alfie's - Cashew - Raw Pouch (250g)",7.46,123.006,Active,1.00,Yes
"Alfie's - Cashew - Salted Pouch (250g)",7.57,AFC083,AFC083,"Alfie's - Cashew - Salted Pouch (250g)",7.57,123.025,Active,1.00,Yes
"Alfie's - Cashew - Thai Sweet Chilli Pouch (250g)",7.49,AFC084,AFC084,"Alfie's - Cashew - Thai Sweet Chilli Pouch (250g)",7.49,123.026,Active,1.00,Yes
"Alfie's - Cashew Butter Jar (250g)",47.7,AFC017,AFC017,"Alfie's - Cashew Butter Jar (250g)",47.7,102.125,Active,1.00,Yes
"Alfie's - Crunchy DR Peanut Butter Jar (500g)",42,AFC025,AFC025,"Alfie's - Crunchy DR Peanut Butter Jar (500g)",42,102.015,Active,1.00,Yes
"Alfie's - Crunchy Peanut Butter (300g)",32.22,AFC002,AFC002,"Alfie's - Crunchy Peanut Butter (300g)",32.22,102.127,Active,1.00,Yes
"Alfie's - Crunchy Peanut Butter (500g)",45.96,AFC033,AFC033,"Alfie's - Crunchy Peanut Butter (500g)",45.96,102.019,Active,1.00,Yes
"Alfie's - Crunchy Peanut Butter Tub (2kg)",25,AFC006,AFC006,"Alfie's - Crunchy Peanut Butter Tub (2kg)",25,102.143,Active,1.00,Yes
"Alfie's - Crunchy Peanut Butter Tub (800g)",67.92,AFC014,AFC014,"Alfie's - Crunchy Peanut Butter Tub (800g)",67.92,102.137,Active,1.00,Yes
"Alfie's - Hazelnut - Roasted Pouch (250g)",8.7,AFC053,AFC053,"Alfie's - Hazelnut - Roasted Pouch (250g)",8.7,123.007,Active,1.00,Yes
"Alfie's - Macadamia - Raw Pouch (250g)",11.55,AFC055,AFC055,"Alfie's - Macadamia - Raw Pouch (250g)",11.55,123.009,Active,1.00,Yes
"Alfie's - Macadamia - Roasted Pouch (250g)",12.19,AFC054,AFC054,"Alfie's - Macadamia - Roasted Pouch (250g)",12.19,123.008,Active,1.00,Yes
"Alfie's - Macadamia - Salted (Australian) 250g",11.78,AFC087,AFC087,"Alfie's - Macadamia - Salted (Australian) 250g",11.78,123.029,Active,1.00,Yes
"Alfie's - Multigrain & Soy Mix Pouch (250g)",6.39,AFC088,AFC088,"Alfie's - Multigrain & Soy Mix Pouch (250g)",6.39,123.03,Active,1.00,Yes
"Alfie's - Organic Almond Butter (250g)",66,AFC004,AFC004,"Alfie's - Organic Almond Butter (250g)",66,102.007,Active,1.00,Yes
"Alfie's - Organic Almond Pouch (250g)",11.04,AFC093,AFC093,"Alfie's - Organic Almond Pouch (250g)",11.04,123.017,Active,1.00,Yes
"Alfie's - Peanut - Roasted Pouch (250g)",4.25,AFC064,AFC064,"Alfie's - Peanut - Roasted Pouch (250g)",4.25,123.018,Active,1.00,Yes
"Alfie's - Peanut - Salted Pouch (250g)",3.95,AFC082,AFC082,"Alfie's - Peanut - Salted Pouch (250g)",3.95,123.024,Active,1.00,Yes
"Alfie's - Pecan - Raw Pouch (250g)",10.1,AFC058,AFC058,"Alfie's - Pecan - Raw Pouch (250g)",10.1,123.011,Active,1.00,Yes
"Alfie's - Pine Nut - Raw Pouch (250g)",16.05,AFC059,AFC059,"Alfie's - Pine Nut - Raw Pouch (250g)",16.05,123.012,Active,1.00,Yes
"Alfie's - Pistachio - Raw Kernels Pouch (250g)",13.25,AFC057,AFC057,"Alfie's - Pistachio - Raw Kernels Pouch (250g)",13.25,123.013,Active,1.00,Yes
"Alfie's - Pistachio - Salted Pouch (250g)",8.09,AFC060,AFC060,"Alfie's - Pistachio - Salted Pouch (250g)",8.09,123.014,Active,1.00,Yes
"Alfie's - Pretzel w Peanut Butter Nuggets (250g)",6.99,AFC089,AFC089,"Alfie's - Pretzel w Peanut Butter Nuggets (250g)",6.99,123.031,Active,1.00,Yes
"Alfie's - Pretzels (250g)",4.09,AFC091,AFC091,"Alfie's - Pretzels (250g)",4.09,123.033,Active,1.00,Yes
"Alfie's - Smooth Dark Roasted Peanut Butter (300g)",30,AFC018,AFC018,"Alfie's - Smooth Dark Roasted Peanut Butter (300g)",30,102.14,Active,1.00,Yes
"Alfie's - Smooth Dark Roasted Peanut Butter (500g)",45.96,AFC034,AFC034,"Alfie's - Smooth Dark Roasted Peanut Butter (500g)",45.96,102.017,Active,1.00,Yes
"Alfie's - Smooth DR Peanut Butter Tub (800g)",67.92,AFC040,AFC040,"Alfie's - Smooth DR Peanut Butter Tub (800g)",67.92,102.006,Active,1.00,Yes
"Alfie's - Smooth Peanut Butter (300g)",32.22,AFC001,AFC001,"Alfie's - Smooth Peanut Butter (300g)",32.22,102.128,Active,1.00,Yes
"Alfie's - Smooth Peanut Butter (500g)",45.96,AFC032,AFC032,"Alfie's - Smooth Peanut Butter (500g)",45.96,102.018,Active,1.00,Yes
"Alfie's - Smooth Peanut Butter Tub (800g)",67.92,AFC012,AFC012,"Alfie's - Smooth Peanut Butter Tub (800g)",67.92,102.139,Active,1.00,Yes
"Alfie's - Soy Crisps - Original - Pouch (250g)",5.48,AFC092,AFC092,"Alfie's - Soy Crisps - Original - Pouch (250g)",5.48,123.034,Active,1.00,Yes
"Alfie's - Sweet Chilli & Lime Crisps Pouch (250g)",5.52,AFC090,AFC090,"Alfie's - Sweet Chilli & Lime Crisps Pouch (250g)",5.52,123.032,Active,1.00,Yes
"Alfie's - Walnut - Raw Pouch (250g)",7.11,AFC061,AFC061,"Alfie's - Walnut - Raw Pouch (250g)",7.11,123.015,Active,1.00,Yes
"Alfie's Cashew - Roasted Pouch (250g)",7.63,AFC051,AFC051,"Alfie's Cashew - Roasted Pouch (250g)",7.63,123.005,Active,1.00,Yes
"Alfie's Crunchy Dark Roasted Peanut Butter (300g)",30,AFC019,AFC019,"Alfie's Crunchy Dark Roasted Peanut Butter (300g)",30,102.126,Active,1.00,Yes
"Alfie's Crunchy DR Peanut Butter Tub (800g)",67.92,AFC021,AFC021,"Alfie's Crunchy DR Peanut Butter Tub (800g)",67.92,102.011,Active,1.00,Yes
"Almond - Dry Roasted (Australian)",14.95,RAW003,RAW003,"Almond - Dry Roasted (Australian)",14.95,112.005,Active,1.00,Yes
"Almond - Organic/Roasted 250g",10.87,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Almond - Raw (Australian)",19.95,RAW071,RAW071,"Almond - Raw (Australian)",19.95,112.001,Active,1.00,Yes
"Almond - Raw 250g",5.67,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Almond - Roasted 250g",5.13,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Almond - Slivered (Australian)",18.95,RAW079,RAW079,"Almond - Slivered (Australian)",18.95,112.004,Active,1.00,Yes
"Almond - Smoked (Australian)",0,RAW046,RAW046,"Almond - Smoked (Australian)",0,,Active,1.00,Yes
"Almond - Smoked 250g",6.58,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Almond - Tamari (Australian)",21.05,RAW051,RAW051,"Almond - Tamari (Australian)",21.05,112.003,Active,1.00,Yes
"Almond - Tamari 250g",6.58,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Almond & Pistachio Butter 250g",7.55,,AFC024,"Alfie's - Almond & Pistachio Butter (250g)",45.3,102.133,Active,0.80,No
"Almond Butter (250g) - Label",0,RAW017,RAW017,"Almond Butter (250g) - Label",0,,Active,1.00,Yes
"Almond Butter (500g) - Label",0,RAW130,RAW130,"Almond Butter (500g) - Label",0,,Active,1.00,Yes
"Almond Butter 250g",6.3,,AFC003,"Alfie's - Almond Butter (250g)",37.8,102.01,Active,0.80,No
"Almond Butter 500g",11,,AFC035,"Alfie's - Almond Butter (500g)",66,102.12,Active,0.80,No
"Almond Butter 800g",14.95,,AFC016,"Alfie's - Almond Butter (800g)",90,102.136,Active,0.80,No
"Almond Raw Pouch (250g) - Front Label",0,RAW096,RAW096,"Almond Raw Pouch (250g) - Front Label",0,,Active,1.00,Yes
"Almond Roasted Pouch (250g) - Front Label",0,RAW085,RAW085,"Almond Roasted Pouch (250g) - Front Label",0,,Active,1.00,Yes
"Almond Tamari Pouch (250g) - Front Label",0,RAW083,RAW083,"Almond Tamari Pouch (250g) - Front Label",0,,Active,1.00,Yes
"Ankle Biter | Tomato & Red Chilli 200ml",12,,BUR000,"Burleigh - Ankle Biter | Tomato & Red Chilli",12,109,Active,0.83,Yes
"Annies - Apple & Apricot Fruit Bar (20g)",45,ANN000,ANN000,"Annies - Apple & Apricot Fruit Bar (20g)",45,109.001,Active,1.00,Yes
"Annies - Apple & Boysenberry Fruit Bar (20g)",45,ANN001,ANN001,"Annies - Apple & Boysenberry Fruit Bar (20g)",45,109.009,Active,1.00,Yes
"Annies - Apple & Mango Passion Fruit Bar (20g)",45,ANN002,ANN002,"Annies - Apple & Mango Passion Fruit Bar (20g)",45,109.004,Active,1.00,Yes
"Annies - Apple & Raspberry Fruit Bar (20g)",45,ANN003,ANN003,"Annies - Apple & Raspberry Fruit Bar (20g)",45,109.002,Active,1.00,Yes
"Annies - Apple & Strawberry Fruit Bar (20g)",45,ANN004,ANN004,"Annies - Apple & Strawberry Fruit Bar (20g)",45,109.003,Active,1.00,Yes
"Annies - Berry Fruit Flats (8 Pack)",87,ANN006,ANN006,"Annies - Berry Fruit Flats (8 Pack)",87,109.005,Active,1.00,Yes
"Annies - Collagen Fruit Bar (30g)",58.05,ANN010,ANN010,"Annies - Collagen Fruit Bar (30g)",58.05,109.01,Active,1.00,Yes
"Annies - Fruit Jerky (100g)",87,ANN007,ANN007,"Annies - Fruit Jerky (100g)",87,109.008,Active,1.00,Yes
"Annies - Fruit Strips (90g)",87,ANN008,ANN008,"Annies - Fruit Strips (90g)",87,109.007,Active,1.00,Yes
"Annies - Summer Fruit Flats (8 Pack)",87,ANN005,ANN005,"Annies - Summer Fruit Flats (8 Pack)",87,109.006,Active,1.00,Yes
"Annies - Wiggles - CherrieBerry (12g)",0,ANN011,ANN011,"Annies - Wiggles - CherrieBerry (12g)",0,109.011,Active,1.00,Yes
"Apple & Apricot Bar 20g",1.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Apple & Boysenberry Bar 20g",1.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Apple & Mango Passion Bar 20g",1.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Apple & Raspberry Bar 20g",1.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Apple & Strawberry Bar 20g",1.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Banana Peanut Protein Bar 50g",3,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Beef Jerky - Chilli 200g",19,,DJ016,"D.Jay's - Beef Jerky - Chilli (200g)",19,105.016,Active,0.80,Yes
"Beef Jerky - Traditional 200g",19,,DJ014,"D.Jay's - Beef Jerky - Traditional (200g)",19,105.014,Active,0.80,Yes
"Beetroot & Plum Chutney 200g",6.81,,CP001,"Crunch - Beetroot & Plum Chutney (200g)",40.85,103.001,Active,0.80,No
"Berry Fruit Flats (8 Pack)",6.21,,ANN006,"Annies - Berry Fruit Flats (8 Pack)",87,109.005,Active,0.80,No
"Beyond - Coconut Water (310ml) x 24 Cans",48.8,BEY000,BEY000,"Beyond - Coconut Water (310ml) x 24 Cans",48.8,126,Active,1.00,Yes
"Biltong Sticks - Chilli 30g",3.85,,DJ003,"D.Jay's - Chilli Biltong Sticks (30g)",3.95,105.003,Active,0.80,No
"Biltong Sticks - Traditional 30g",3.85,,DJ001,"D.Jay's - Traditional Biltong Sticks (30g)",3.95,105.001,Active,0.80,No
"Black Tea w Yuzu 250ml",2.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Brazil - Raw 250g",8.72,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Brazil Nuts",0,RAW008,RAW008,"Brazil Nuts",0,,Active,1.00,Yes
"Brazil Raw - Front Label (250g)",0,RAW129,RAW129,"Brazil Raw - Front Label (250g)",0,,Active,1.00,Yes
"Burleigh - Ankle Biter | Tomato & Red Chilli",12,BUR000,BUR000,"Burleigh - Ankle Biter | Tomato & Red Chilli",12,109,Active,1.00,Yes
"Burleigh - Cyclone Swell | Carrot & Habanero",12,BUR001,BUR001,"Burleigh - Cyclone Swell | Carrot & Habanero",12,109.0001,Active,1.00,Yes
"Burleigh - Point Break | Kiwi & Jalapeno",12,BUR002,BUR002,"Burleigh - Point Break | Kiwi & Jalapeno",12,109.0002,Active,1.00,Yes
"Burleigh - Purple Haze | Beetroot & Plum",12,BUR004,BUR004,"Burleigh - Purple Haze | Beetroot & Plum",12,109.0004,Active,1.00,Yes
"Burleigh - Reef Break | Smokey Pineapple Habanero",12,BUR005,BUR005,"Burleigh - Reef Break | Smokey Pineapple Habanero",12,109.0005,Active,1.00,Yes
"Burleigh - Twin Fin | Mango, Orange & Cayenne",12,BUR003,BUR003,"""Burleigh - Twin Fin | Mango",0,"Burleigh - Twin Fin | Mango,12,0.80,No
"Butterfingers - Choc Chip Shortbread (175g)",46.69,BUT000,BUT000,"Butterfingers - Choc Chip Shortbread (175g)",46.69,124,Active,1.00,Yes
"Butterfingers - Ginger Shortbread (175g)",50.91,BUT001,BUT001,"Butterfingers - Ginger Shortbread (175g)",50.91,124.0001,Active,1.00,Yes
"Butterfingers - Lemon Myrtle Shortbread (175g)",48.09,BUT004,BUT004,"Butterfingers - Lemon Myrtle Shortbread (175g)",48.09,124.0004,Active,1.00,Yes
"Butterfingers - Macadamia & Choc Chip Shortbread",52.91,BUT005,BUT005,"Butterfingers - Macadamia & Choc Chip Shortbread",52.91,124.0005,Active,1.00,Yes
"Butterfingers - Macadamia Shortbread - GF (175g)",66.36,BUT002,BUT002,"Butterfingers - Macadamia Shortbread - GF (175g)",66.36,124.0002,Active,1.00,Yes
"Butterfingers - Macadamia Shortbread (175g)",51.9,BUT006,BUT006,"Butterfingers - Macadamia Shortbread (175g)",51.9,124.0006,Active,1.00,Yes
"Butterfingers - Macadamia Twin Packs (25g)",96.09,BUT010,BUT010,"Butterfingers - Macadamia Twin Packs (25g)",96.09,124.0008,Active,1.00,Yes
"Butterfingers - Pure Butter Shortbread - GF (175g)",61.22,BUT003,BUT003,"Butterfingers - Pure Butter Shortbread - GF (175g)",61.22,124.0003,Active,1.00,Yes
"Butterfingers - Pure Butter Shortbread (175g)",44.6,BUT007,BUT007,"Butterfingers - Pure Butter Shortbread (175g)",44.6,124.0007,Active,1.00,Yes
"Butterfingers - Pure Butter Twin Packs (25g)",96.09,BUT008,BUT008,"Butterfingers - Pure Butter Twin Packs (25g)",96.09,124.0008,Active,1.00,Yes
"Cacio e Pepe Sauce 375g",14,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cap'n Cayenne Hot Sauce 250ml",11.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Caramelised Onion Jam 200g",6.81,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cardboard Box (6 units) - 250g/300g",0,RAW034,RAW034,"Cardboard Box (6 units) - 250g/300g",0,,Active,1.00,Yes
"Cardboard Box (6 units) - 500g Jars",0,RAW040,RAW040,"Cardboard Box (6 units) - 500g Jars",0,,Active,1.00,Yes
"Cardboard Box (6 units) - 800g Tub",0,RAW039,RAW039,"Cardboard Box (6 units) - 800g Tub",0,,Active,1.00,Yes
"Casarecce Pasta 500g",6,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cashew - Cinnamon Roasted",0,RAW120,RAW120,"Cashew - Cinnamon Roasted",0,,Active,1.00,Yes
"Cashew - Cinnamon Roasted 250g",7.29,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cashew - Dry Roasted",14.05,RAW005,RAW005,"Cashew - Dry Roasted",14.05,112.002,Active,1.00,Yes
"Cashew - Honey Roasted",0,RAW119,RAW119,"Cashew - Honey Roasted",0,,Active,1.00,Yes
"Cashew - Honey Roasted 250g",7.12,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cashew - Raw",18.95,RAW074,RAW074,"Cashew - Raw",18.95,112.008,Active,1.00,Yes
"Cashew - Raw 250g",6.21,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cashew - Roasted 250g",7.99,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cashew - Salted",0,RAW117,RAW117,"Cashew - Salted",0,,Active,1.00,Yes
"Cashew - Salted 250g",7.57,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cashew - Thai Sweet Chilli",0,RAW118,RAW118,"Cashew - Thai Sweet Chilli",0,,Active,1.00,Yes
"Cashew - Thai Sweet Chilli 250g",7.29,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cashew Butter (250g) Label",0,RAW018,RAW018,"Cashew Butter (250g) Label",0,,Active,1.00,Yes
"Cashew Butter 250g",7.95,,AFC017,"Alfie's - Cashew Butter Jar (250g)",47.7,102.125,Active,0.80,No
"Cashew Honey (250g) Pouch - Front Label",0,RAW112,RAW112,"Cashew Honey (250g) Pouch - Front Label",0,,Active,1.00,Yes
"Cashew Multigrain - Front Label (250g)",0,RAW126,RAW126,"Cashew Multigrain - Front Label (250g)",0,,Active,1.00,Yes
"Cashew Raw - Front Label (250g)",0,RAW121,RAW121,"Cashew Raw - Front Label (250g)",0,,Active,1.00,Yes
"Cashew Roasted Pouch (250g) - Front Label",0,RAW087,RAW087,"Cashew Roasted Pouch (250g) - Front Label",0,,Active,1.00,Yes
"Celery Tonic Syrup 500ml",10.02,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cherry & Pomegranate Syrup 500ml",10.02,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cherry Champion Hot Sauce 250ml",11.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Chilli Achar 200g",6.81,,CP002,"Crunch - Chilli Achar (200g)",40.85,103.012,Active,0.80,No
"Chilli Honey Hot 350ml",10,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Chilli Jam 200g",6.81,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Chilli Mango Sauce 250ml",7.08,,CP011,"Crunch - Chilli Mango Sauce (250ml)",42.5,103.003,Active,0.80,No
"Chilli Oil Hot 250ml",12,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Chilli Oil Mild 250ml",12,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Chilli Tomato Relish 200g",6.81,,CP003,"Crunch - Chilli Tomato Relish (200g)",40.85,103.018,Active,0.80,No
"Choc Chip Shortbread 175g",4.23,,BUT000,"Butterfingers - Choc Chip Shortbread (175g)",46.69,124,Active,0.80,No
"Cinnamon Cashew (250g) Pouch - Front Label",0,RAW114,RAW114,"Cinnamon Cashew (250g) Pouch - Front Label",0,,Active,1.00,Yes
"CL-124-3487-NT - 124mm Natural LDPE T/E Lid 800ml",0,RAW015,RAW015,"CL-124-3487-NT - 124mm Natural LDPE T/E Lid 800ml",0,,Active,1.00,Yes
"CL-70-2678-BK - 70MM BLACK METAL DEEP TWIST CAP",0,RAW011,RAW011,"CL-70-2678-BK - 70MM BLACK METAL DEEP TWIST CAP",0,,Active,1.00,Yes
"Classic Tonic Syrup 500ml",10.02,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Coconut Blossom Chai 80g",7.5,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Coconut Water Bottle 1L",3.75,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Coconut Water Can 310ml",2.03,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Cola Six Syrup 500ml",10.02,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Collagen & Apple Bar 30g",2.9,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Conchiglie Pasta 500g",6,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Crafty Weka - Almond Cacao - Bites",24,CWB016,CWB016,"Crafty Weka - Almond Cacao - Bites",24,118.00016,Active,1.00,Yes
"Crafty Weka - Almond Cacao (70g) x 12 Bars",38.4,CWB011,CWB011,"Crafty Weka - Almond Cacao (70g) x 12 Bars",38.4,118.00011,Active,1.00,Yes
"Crafty Weka - Almond Cacao Pouches (150g)",28.78,CWB014,CWB014,"Crafty Weka - Almond Cacao Pouches (150g)",28.78,118.00015,Active,1.00,Yes
"Crafty Weka - Berry Berry (40g) x 12 Bites",24,CWB004,CWB004,"Crafty Weka - Berry Berry (40g) x 12 Bites",24,118.0004,Active,1.00,Yes
"Crafty Weka - Berry Berry (75g) x 12 Bars",38.4,CWB005,CWB005,"Crafty Weka - Berry Berry (75g) x 12 Bars",38.4,118.0005,Active,1.00,Yes
"Crafty Weka - Bite Selection (240g)",45,CWB008,CWB008,"Crafty Weka - Bite Selection (240g)",45,118.0008,Active,1.00,Yes
"Crafty Weka - Cacao & Hemp (40g) x 12 Bites",24,CWB006,CWB006,"Crafty Weka - Cacao & Hemp (40g) x 12 Bites",24,118.0006,Active,1.00,Yes
"Crafty Weka - Cacao & Hemp (75g) x 12 Bars",38.4,CWB007,CWB007,"Crafty Weka - Cacao & Hemp (75g) x 12 Bars",38.4,118.0007,Active,1.00,Yes
"Crafty Weka - Date & Orange (40g) x 12 Bites",24,CWB002,CWB002,"Crafty Weka - Date & Orange (40g) x 12 Bites",24,118.0002,Active,1.00,Yes
"Crafty Weka - Date & Orange (75g) x 12 Bars",38.4,CWB003,CWB003,"Crafty Weka - Date & Orange (75g) x 12 Bars",38.4,118.0003,Active,1.00,Yes
"Crafty Weka - Kids - Berrylicious (150g)",28.78,CWB009,CWB009,"Crafty Weka - Kids - Berrylicious (150g)",28.78,118.0009,Active,1.00,Yes
"Crafty Weka - Kids - Chocolicious (150g)",28.78,CWB010,CWB010,"Crafty Weka - Kids - Chocolicious (150g)",28.78,118.0001,Active,1.00,Yes
"Crafty Weka - Nutty Caramel - Bites",24,CWB015,CWB015,"Crafty Weka - Nutty Caramel - Bites",24,118.00017,Active,1.00,Yes
"Crafty Weka - Nutty Caramel (70g) x 12 Bars",38.4,CWB0012,CWB0012,"Crafty Weka - Nutty Caramel (70g) x 12 Bars",38.4,118.00012,Active,1.00,Yes
"Crafty Weka - Nutty Caramel Pouch (150g)",28.78,CWB013,CWB013,"Crafty Weka - Nutty Caramel Pouch (150g)",28.78,118.00014,Active,1.00,Yes
"Crafty Weka - Original Bites Pouch (240g)",45,CWB012,CWB012,"Crafty Weka - Original Bites Pouch (240g)",45,118.00013,Active,1.00,Yes
"Crafty Weka - The Original (40g) x 12 Bites",24,CWB000,CWB000,"Crafty Weka - The Original (40g) x 12 Bites",24,118,Active,1.00,Yes
"Crafty Weka - The Original (75g) x 12 Bars",38.4,CWB001,CWB001,"Crafty Weka - The Original (75g) x 12 Bars",38.4,118.0001,Active,1.00,Yes
"Crispbread Cinnamon 60g",3.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Crispbread Gluten Free 60g",3.56,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Crispbread Onion 60g",3.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Crispbread Original 60g",3.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Crispbread Whole Wheat 60g",3.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Crispy Bite - Cracker - Cinnamon (60g)",39,CRISP004,CRISP004,"Crispy Bite - Cracker - Cinnamon (60g)",39,108.0004,Active,1.00,Yes
"Crispy Bite - Cracker - Gluten Free (60g)",42.75,CRISP005,CRISP005,"Crispy Bite - Cracker - Gluten Free (60g)",42.75,108.0005,Active,1.00,Yes
