DB Item Name,DB Price,Current Xero Code,Matched Xero Code,Xero Name,Xero Price,Xero Account,Xero Status,Match Score,Price Match
"KOJA Dark Choc Chip Oat Bar 60g",2.22,,KOJ000,"KOJA - Oat Bar - Dark Choc Chip (60g)",26.64,109,Active,1.00,No
"KOJA Double Chocolate Protein Bar 45g",2.54,,KOJ003,"KOJA - Choc Protein Bar - Double Chocolate (45g)",40.64,109.00003,Active,0.86,No
"KOJA Lemon & Coconut Oat Bar 60g",2.22,,KOJ008,"KOJA - Oat Bar - Lemon & Coconut (60g)",26.64,109.00008,Active,1.00,No
"KOJA Maple Oat Bar 60g",2.22,,KOJ001,"KOJA - Oat Bar - Maple (60g)",26.64,109.00001,Active,1.00,No
"KOJA Peanut Fudge Protein Bar 45g",2.54,,KOJ004,"KOJA - Choc Protein Bar - Peanut Fudge (45g)",40.64,109.00004,Active,0.86,No
"KOJA White Choc & Macadamia Oat Bar 60g",2.22,,KOJ002,"KOJA - Oat Bar - White Choc & Macadamia (60g)",26.64,109.00002,Active,1.00,No
"Krunchilli - Extra Hot - Carolina (350g)",96,KRU002,KRU002,"Krunchilli - Extra Hot - Carolina (350g)",96,108.00001,Active,1.00,Yes
"Krunchilli - Hot (350g)",150,KRU000,KRU000,"Krunchilli - Hot (350g)",150,108,Active,1.00,Yes
"Krunchilli - Medium (350g)",150,KRU001,KRU001,"Krunchilli - Medium (350g)",150,108,Active,1.00,Yes
"Krunchilli Carolina Extra Hot 350g",12,,KRU002,"Krunchilli - Extra Hot - Carolina (350g)",96,108.00001,Active,1.00,No
"Krunchilli Hot 350g",8.75,,KRU000,"Krunchilli - Hot (350g)",150,108,Active,1.00,No
"Krunchilli Medium 350g",8.75,,KRU001,"Krunchilli - Medium (350g)",150,108,Active,1.00,No
"Label - Jar Safety Seal",0,RAW016,RAW016,"Label - Jar Safety Seal",0,,Active,1.00,Yes
"Lamington Mini 30g",2.3,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Lani's - Rocky Road - Dark - Nut Free (90g)",40,LAN003,LAN003,"Lani's - Rocky Road - Dark - Nut Free (90g)",40,114.0003,Active,1.00,Yes
"Lani's - Rocky Road - Dark (90g)",40,LAN002,LAN002,"Lani's - Rocky Road - Dark (90g)",40,114.0002,Active,1.00,Yes
"Lani's - Rocky Road - Nut Free (90g)",40,LAN001,LAN001,"Lani's - Rocky Road - Nut Free (90g)",40,114.0001,Active,1.00,Yes
"Lani's - Rocky Road - Original (90g)",40,LAN000,LAN000,"Lani's - Rocky Road - Original (90g)",40,114,Active,1.00,Yes
"Lani's Dark Nut Free Rocky Road 90g",4,,LAN003,"Lani's - Rocky Road - Dark - Nut Free (90g)",40,114.0003,Active,1.00,No
"Lani's Dark Original Rocky Road 90g",4,,LAN000,"Lani's - Rocky Road - Original (90g)",40,114,Active,0.83,No
"Lani's Milk Nut Free Rocky Road 90g",4,,LAN001,"Lani's - Rocky Road - Nut Free (90g)",40,114.0001,Active,0.86,No
"Lani's Milk Original Rocky Road 90g",4,,LAN000,"Lani's - Rocky Road - Original (90g)",40,114,Active,0.83,No
"Lani's White Nut Free Rocky Road 90g",4,,LAN001,"Lani's - Rocky Road - Nut Free (90g)",40,114.0001,Active,0.86,No
"Lani's White Original Rocky Road 90g",4,,LAN000,"Lani's - Rocky Road - Original (90g)",40,114,Active,0.83,No
"Lemon Coconut Protein Bar 50g",3,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Lemon Honey Ginger Syrup 500ml",10.02,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Lemon Myrtle Shortbread 175g",4.36,,BUT004,"Butterfingers - Lemon Myrtle Shortbread (175g)",48.09,124.0004,Active,0.80,No
"Lemonade Syrup 500ml",10.02,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Macadamia - Dry Roasted (Australian)",49.95,RAW047,RAW047,"Macadamia - Dry Roasted (Australian)",49.95,112.007,Active,1.00,Yes
"Macadamia - Raw (Australian)",0,RAW072,RAW072,"Macadamia - Raw (Australian)",0,112.023,Active,1.00,Yes
"Macadamia - Raw 250g",11.56,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Macadamia - Roasted 250g",12.29,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Macadamia - Salted (Australian)",0,RAW131,RAW131,"Macadamia - Salted (Australian)",0,,Active,1.00,Yes
"Macadamia - Salted 250g",11.76,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Macadamia & Choc Chip Shortbread 175g",4.8,,BUT000,"Butterfingers - Choc Chip Shortbread (175g)",46.69,124,Active,0.80,No
"Macadamia Gluten Free Shortbread 175g",6.02,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Macadamia Raw (250g) Pouch - Front Label",0,RAW098,RAW098,"Macadamia Raw (250g) Pouch - Front Label",0,,Active,1.00,Yes
"Macadamia Roasted Pouch (Front) Label - 250g",0,RAW089,RAW089,"Macadamia Roasted Pouch (Front) Label - 250g",0,,Active,1.00,Yes
"Macadamia Salted - Front Label (250g)",0,RAW123,RAW123,"Macadamia Salted - Front Label (250g)",0,,Active,1.00,Yes
"Macadamia Shortbread 175g",4.71,,BUT006,"Butterfingers - Macadamia Shortbread (175g)",51.9,124.0006,Active,0.80,No
"Mad Mango Hot Sauce 250ml",11.85,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Maynards - Wine Gums (39g)",54,MAY000,MAY000,"Maynards - Wine Gums (39g)",54,104.72,Active,1.00,Yes
"Mehdi's - Chicken Salt - Chilli Lime (185g)",22.5,MEH006,MEH006,"Mehdi's - Chicken Salt - Chilli Lime (185g)",22.5,103.0006,Active,1.00,Yes
"Mehdi's - Chicken Salt - Lime (185g)",22.5,MEH005,MEH005,"Mehdi's - Chicken Salt - Lime (185g)",22.5,103.0005,Active,1.00,Yes
"Mehdi's - Chicken Salt - Spicy (185g)",22.5,MEH007,MEH007,"Mehdi's - Chicken Salt - Spicy (185g)",22.5,103.0007,Active,1.00,Yes
"Mehdi's - Himalayan Chicken Salt (185g)",22.5,MEH004,MEH004,"Mehdi's - Himalayan Chicken Salt (185g)",22.5,103.0004,Active,1.00,Yes
"Mehdi's - Himalayan Pink Salt - Coarse (1kg)",16.8,MEH001,MEH001,"Mehdi's - Himalayan Pink Salt - Coarse (1kg)",16.8,103.0001,Active,1.00,Yes
"Mehdi's - Himalayan Pink Salt - Fine (1kg)",16.8,MEH000,MEH000,"Mehdi's - Himalayan Pink Salt - Fine (1kg)",16.8,103,Active,1.00,Yes
"Mehdi's - Himalayan Pink Salt Glass Grinder (200g)",50,MEH002,MEH002,"Mehdi's - Himalayan Pink Salt Glass Grinder (200g)",50,103.0002,Active,1.00,Yes
"Mehdi's - Peppercorns Black - Glass Grinder (95g)",50,MEH003,MEH003,"Mehdi's - Peppercorns Black - Glass Grinder (95g)",50,103.0003,Active,1.00,Yes
"Melbourne Chilli Co - Hot Chilli Oil (250ml)",75,MEL001,MEL001,"Melbourne Chilli Co - Hot Chilli Oil (250ml)",75,110,Active,1.00,Yes
"Melbourne Chilli Co - Hot Honey (350ml)",66,MEL002,MEL002,"Melbourne Chilli Co - Hot Honey (350ml)",66,107.006,Active,1.00,Yes
"Melbourne Chilli Co - Mild Chilli Oil (250ml)",75,MEL000,MEL000,"Melbourne Chilli Co - Mild Chilli Oil (250ml)",75,110,Active,1.00,Yes
"Mezzi Rigatoni Pasta 500g",6,,ISL002,"Island Pasta - Mezzi Rigatoni (500g)",76.8,117.0002,Active,0.80,No
"Mint Chocolate Mini 30g",2.3,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Mint Drinking Chocolate 80g",7,,MIX004,"Mixed Bag - Mint Drinking Chocolate (80g)",75,101.000004,Active,0.80,No
"Mixed Bag - Chocolate Orange Spiced Chai (80g)",75,MIX003,MIX003,"Mixed Bag - Chocolate Orange Spiced Chai (80g)",75,101.000003,Active,1.00,Yes
"Mixed Bag - Coconut Bloom Nectar Vegan Chai (80g)",75,MIX001,MIX001,"Mixed Bag - Coconut Bloom Nectar Vegan Chai (80g)",75,101.00002,Active,1.00,Yes
"Mixed Bag - Mint Drinking Chocolate (80g)",75,MIX004,MIX004,"Mixed Bag - Mint Drinking Chocolate (80g)",75,101.000004,Active,1.00,Yes
"Mixed Bag - Original Sticky Masala Chai (80g)",75,MIX000,MIX000,"Mixed Bag - Original Sticky Masala Chai (80g)",75,101.00001,Active,1.00,Yes
"Mootilda - Goat's Soap - Essential Lavender (100g)",36.96,MOO003,MOO003,"Mootilda - Goat's Soap - Essential Lavender (100g)",36.96,111.00003,Active,1.00,Yes
"Mootilda - Goat's Soap - Lemon Myrtle (100g)",36.96,MOO001,MOO001,"Mootilda - Goat's Soap - Lemon Myrtle (100g)",36.96,111.00001,Active,1.00,Yes
"Mootilda - Goat's Soap - Manuka Honey (100g)",36.96,MOO002,MOO002,"Mootilda - Goat's Soap - Manuka Honey (100g)",36.96,111.00002,Active,1.00,Yes
"Mootilda - Goat's Soap - Natural (100g)",36.96,MOO000,MOO000,"Mootilda - Goat's Soap - Natural (100g)",36.96,111,Active,1.00,Yes
"Multigrain & Soy Mix",0,RAW132,RAW132,"Multigrain & Soy Mix",0,,Active,1.00,Yes
"Naked - ABC Butter (250g)",0,RNC000,RNC000,"Naked - ABC Butter (250g)",0,,Active,1.00,Yes
"Naked - Almond & Pistachio Butter (250g)",0,RNC003,RNC003,"Naked - Almond & Pistachio Butter (250g)",0,,Active,1.00,Yes
"Naked - Almond Butter (250g)",0,RNC002,RNC002,"Naked - Almond Butter (250g)",0,,Active,1.00,Yes
"Naked - Almond Butter (500g)",0,RNC014,RNC014,"Naked - Almond Butter (500g)",0,,Active,1.00,Yes
"Naked - Almond Butter (800g)",0,RNC004,RNC004,"Naked - Almond Butter (800g)",0,,Active,1.00,Yes
"Naked - Cashew Butter (250g)",0,RNC001,RNC001,"Naked - Cashew Butter (250g)",0,,Active,1.00,Yes
"Naked - Crunchy Dark Roasted Peanut Butter (300g)",0,RNC005,RNC005,"Naked - Crunchy Dark Roasted Peanut Butter (300g)",0,,Active,1.00,Yes
"Naked - Organic Almond Butter (250g)",0,RNC007,RNC007,"Naked - Organic Almond Butter (250g)",0,,Active,1.00,Yes
"Naked - Peanut Butter - Crunchy (300g)",0,RNC010,RNC010,"Naked - Peanut Butter - Crunchy (300g)",0,,Active,1.00,Yes
"Naked - Peanut Butter - Smooth (300g)",0,RNC011,RNC011,"Naked - Peanut Butter - Smooth (300g)",0,,Active,1.00,Yes
"Naked - Peanut Butter | Crunchy (800g)",0,RNC008,RNC008,"Naked - Peanut Butter | Crunchy (800g)",0,,Active,1.00,Yes
"Naked - Peanut Butter | Crunchy Dark Roasted 800g",0,RNC012,RNC012,"Naked - Peanut Butter | Crunchy Dark Roasted 800g",0,,Active,1.00,Yes
"Naked - Peanut Butter | Smooth (800g)",0,RNC009,RNC009,"Naked - Peanut Butter | Smooth (800g)",0,,Active,1.00,Yes
"Naked - Peanut Butter | Smooth Dark Roasted (300g)",0,RNC006,RNC006,"Naked - Peanut Butter | Smooth Dark Roasted (300g)",0,,Active,1.00,Yes
"Naked - Peanut Butter | Smooth Dark Roasted (800g)",0,RNC013,RNC013,"Naked - Peanut Butter | Smooth Dark Roasted (800g)",0,,Active,1.00,Yes
"Natural Muesli Fruit & Coconut 1kg",15,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Natural Muesli Fruit & Coconut 500g",8.75,,FLIP002,"Flip - Fruit & Coconut Muesli (500g)",105,121.201,Active,0.80,No
"Natural Muesli Fruit, Nuts & Seed 1kg",16.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Natural Muesli Fruit, Nuts & Seed 500g",10,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Natural Muesli Nuts & Seeds 1kg",17.5,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Natural Muesli Nuts & Seeds 500g",11.25,,FLIP003,"Flip - Nuts & Seeds Muesli (500g)",135,121.202,Active,0.80,No
"Orange Spiced Chai 80g",7.5,,MIX003,"Mixed Bag - Chocolate Orange Spiced Chai (80g)",75,101.000003,Active,0.80,No
"Orecchiette Pasta 500g",6,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Organic Almond Butter 250g",11,,AFC004,"Alfie's - Organic Almond Butter (250g)",66,102.007,Active,0.80,No
"Organic Almond Butter Label (250g)",0,RAW094,RAW094,"Organic Almond Butter Label (250g)",0,,Active,1.00,Yes
"Organic Roasted Almonds (250) - Front Label",0,RAW137,RAW137,"Organic Roasted Almonds (250) - Front Label",0,,Active,1.00,Yes
"Original Drinking Chocolate 80g",7,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Original Sticky Chai 80g",7.5,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Original Sticky Chai Large 250g",15.5,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Packaging - Plastic Lid - 5kg / 5L",0,RAW080,RAW080,"Packaging - Plastic Lid - 5kg / 5L",0,,Active,1.00,Yes
"Packing Tape (Sticky Tape)",0,RAW082,RAW082,"Packing Tape (Sticky Tape)",0,,Active,1.00,Yes
"Pappardelle Pasta 320g",6,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Pasta Sauce - Marinara 520g",7.8,,CP026,"Crunch - Pasta Sauce - Marinara (520g)",46.8,103.026,Active,0.80,No
"Pasta Sauce - Tomato & Basil 520g",7.8,,CP018,"Crunch - Pasta Sauce - Tomato & Basil",46.8,103.01,Active,0.80,No
"Pasta Sauce - Tomato & Kalamata Olive 520g",7.8,,CP025,"Crunch - Pasta Sauce - Tomato & Kalamata (520g)",46.8,103.025,Active,0.83,No
"Pasta Sauce - Tomato, Chilli & Rosemary 520g",7.8,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Pasta Sauce - Tomato, Roasted Garlic & Red Wine 520g",7.8,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Peanut - Dark Roasted (Australian)",0,RAW002,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,1.00,Yes
"Peanut - Dry Roasted (Australian)",7.65,RAW001,RAW001,"Peanut - Dry Roasted (Australian)",7.65,112,Active,1.00,Yes
"Peanut - Roasted 250g",4.26,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Peanut - Salted (Australian)",0,RAW116,RAW116,"Peanut - Salted (Australian)",0,,Active,1.00,Yes
"Peanut - Salted 250g",4.06,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Peanut Choc Chunk Protein Bar 50g",3,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Peanut Roasted (250g) Pouch - Front Label",0,RAW100,RAW100,"Peanut Roasted (250g) Pouch - Front Label",0,,Active,1.00,Yes
"Pecan - Halves (Australian)",39.95,RAW076,RAW076,"Pecan - Halves (Australian)",39.95,123.011,Active,1.00,Yes
"Pecan - Raw 250g",10.49,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Penne Rigate Pasta 500g",6,,ISL013,"Island Pasta - Penne Rigate (500g)",76.8,117.0013,Active,0.80,No
"Penny's - Pork Crackling - BBQ (35g)",3.4,PEN002,PEN002,"Penny's - Pork Crackling - BBQ (35g)",3.4,104.9,Active,1.00,Yes
"Penny's - Pork Crackling - Chilli (35g)",3.4,PEN000,PEN000,"Penny's - Pork Crackling - Chilli (35g)",3.4,104.7,Active,1.00,Yes
"Penny's - Pork Crackling - Original (35g)",3.4,PEN001,PEN001,"Penny's - Pork Crackling - Original (35g)",3.4,104.8,Active,1.00,Yes
"Penny's Pork Crackling BBQ 35g",3.1,,PEN002,"Penny's - Pork Crackling - BBQ (35g)",3.4,104.9,Active,1.00,No
"Penny's Pork Crackling BBQ Large 140g",7.05,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Penny's Pork Crackling Chilli 35g",3.1,,PEN000,"Penny's - Pork Crackling - Chilli (35g)",3.4,104.7,Active,1.00,No
"Penny's Pork Crackling Chilli Large 140g",7.05,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Penny's Pork Crackling Original 35g",3.1,,PEN001,"Penny's - Pork Crackling - Original (35g)",3.4,104.8,Active,1.00,No
"Penny's Pork Crackling Original Large 140g",7.05,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Piccalilli Relish 200g",6.81,,CP005,"Crunch - Piccalilli Relish (200g)",40.85,103.02,Active,0.80,No
"Pine Nut - Raw",53.95,RAW049,RAW049,"Pine Nut - Raw",53.95,112.009,Active,1.00,Yes
"Pine Nut - Raw 250g",14.78,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Pistabella Pistachio Spread 200g",14.49,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Pistachio - Raw 250g",14.78,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Pistachio - Raw Kernels (Australian)",39.95,RAW006,RAW006,"Pistachio - Raw Kernels (Australian)",39.95,112.021,Active,1.00,Yes
"Pistachio - Roasted & Salted (Australian)",24.65,RAW048,RAW048,"Pistachio - Roasted & Salted (Australian)",24.65,112.006,Active,1.00,Yes
"Pistachio - Salted 250g",8.35,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Pistachio & Almond Butter (250g) Label",0,RAW020,RAW020,"Pistachio & Almond Butter (250g) Label",0,,Active,1.00,Yes
"Pistachio Salted Pouch (250g) - Front Label",0,RAW091,RAW091,"Pistachio Salted Pouch (250g) - Front Label",0,,Active,1.00,Yes
"PL-800-809-CL - 800ML CLEAR PP PAIL 124MM T/EV",0,RAW014,RAW014,"PL-800-809-CL - 800ML CLEAR PP PAIL 124MM T/EV",0,,Active,1.00,Yes
"Point Break | Kiwi & Jalapeno 200ml",12,,BUR002,"Burleigh - Point Break | Kiwi & Jalapeno",12,109.0002,Active,0.80,Yes
"Pretzel - Knots 250g",4.06,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Pretzel - Peanut Butter 250g",6.56,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Pretzel - Peanut Butter Nuggets",0,RAW133,RAW133,"Pretzel - Peanut Butter Nuggets",0,,Active,1.00,Yes
"Pretzel Knots - Label (250g)",0,RAW124,RAW124,"Pretzel Knots - Label (250g)",0,,Active,1.00,Yes
"Pretzel w Peanut Butter - Front Label (250g)",0,RAW125,RAW125,"Pretzel w Peanut Butter - Front Label (250g)",0,,Active,1.00,Yes
"Pretzels",0,RAW135,RAW135,"Pretzels",0,,Active,1.00,Yes
"Pure Butter Gluten Free Shortbread 175g",5.55,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Pure Butter Shortbread 175g",4.04,,BUT007,"Butterfingers - Pure Butter Shortbread (175g)",44.6,124.0007,Active,0.80,No
"Purple Haze | Beetroot & Plum 200ml",12,,BUR004,"Burleigh - Purple Haze | Beetroot & Plum",12,109.0004,Active,0.80,Yes
"Puttanesca Sauce 500g",8.5,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Raisin (Australian)",8.35,RAW081,RAW081,"Raisin (Australian)",8.35,112.016,Active,1.00,Yes
"Raspberry Coconut Mini 30g",2.3,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Raw Pistachio (250g) Pouch - Front Label",0,RAW102,RAW102,"Raw Pistachio (250g) Pouch - Front Label",0,,Active,1.00,Yes
"Reef Break | Smoky Pineapple Habanero 200ml",12,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Sad Girl - Matcha & Raspberry Pretzels (110g)",71.88,SAD002,SAD002,"Sad Girl - Matcha & Raspberry Pretzels (110g)",71.88,101.1,Active,1.00,Yes
"Sad Girl - Matcha Pretzels (110g)",71.88,SAD001,SAD001,"Sad Girl - Matcha Pretzels (110g)",71.88,101.1,Active,1.00,Yes
"Sad Girl - Silky Matcha Spread (240g)",174,SAD000,SAD000,"Sad Girl - Silky Matcha Spread (240g)",174,101.1,Active,1.00,Yes
"Sad Girl Matcha Pretzels 100g",5.5,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Salsa All'Arrabbiata 480g",12,,ISL027,"Island Pasta - Salsa All'Arrabbiata (480g)",52.5,117.0027,Archived,0.80,No
"Salsa Bolognese 500g",14,,ISL019,"Island Pasta - Salsa Bolognese (500g)",84,117.0019,Active,0.80,No
"Salsa di Pomodoro 500g",8.5,,ISL018,"Island Pasta - Salsa Di Pomodoro (500g)",52.5,117.0018,Active,0.80,No
"Salted Caramel Bang Popcorn 200g",7.53,,ELL001,"Elly's - Salted Caramel Bang (200g)",7.53,101.001,Active,0.80,Yes
"Salted Caramel Pop Popcorn 140g",6.55,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Salted Cashew (250g) Pouch - Front Label",0,RAW108,RAW108,"Salted Cashew (250g) Pouch - Front Label",0,,Active,1.00,Yes
"Salted Peanut (250g) Pouch - Front Label",0,RAW110,RAW110,"Salted Peanut (250g) Pouch - Front Label",0,,Active,1.00,Yes
"Schulte's Maple Bacon Jerky 50g",6.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Schulte's Original Bacon Jerky 50g",6.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Shipping & Handling",0,Freight/Shipping,Freight/Shipping,"Shipping & Handling",0,100.2,Active,1.00,Yes
"Silky Matcha Spread 240g",14.5,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Six Eyed Scorpion - Crispy Chilli Oil (212ml)",144,SES000,SES000,"Six Eyed Scorpion - Crispy Chilli Oil (212ml)",144,108,Active,1.00,Yes
"Sliced Biltong - Chilli 120g",9,,DJ004,"D.Jay's - Chilli Sliced Biltong (120g)",9,105.004,Active,0.80,Yes
"Sliced Biltong - Traditional 120g",9,,DJ002,"D.Jay's - Traditional Sliced Biltong (120g)",9,105.002,Active,0.80,Yes
"Smoked Almond Label (Front) Pouch - 250g",0,RAW070,RAW070,"Smoked Almond Label (Front) Pouch - 250g",0,,Active,1.00,Yes
"Smokey Maple Pop Popcorn 160g",6.55,,ELL005,"Elly's - Smokey Maple POP (160g)",6.55,101.005,Active,0.80,Yes
"Smooth Dark Roasted PB Label (500g)",0,RAW028,RAW028,"Smooth Dark Roasted PB Label (500g)",0,,Active,1.00,Yes
"Smooth Dark Roasted PB Label (800g)",0,RAW032,RAW032,"Smooth Dark Roasted PB Label (800g)",0,,Active,1.00,Yes
"Smooth Dark Roasted Peanut Butter (300g) Label",0,RAW023,RAW023,"Smooth Dark Roasted Peanut Butter (300g) Label",0,,Active,1.00,Yes
"Smooth Dark Roasted Peanut Butter 300g",5,,RNC006,"Naked - Peanut Butter | Smooth Dark Roasted (300g)",0,,Active,0.86,No
"Smooth Dark Roasted Peanut Butter 500g",7.66,,AFC034,"Alfie's - Smooth Dark Roasted Peanut Butter (500g)",45.96,102.017,Active,0.80,No
"Smooth Dark Roasted Peanut Butter 800g",11.32,,RNC013,"Naked - Peanut Butter | Smooth Dark Roasted (800g)",0,,Active,0.86,No
"Smooth Peanut Butter 300g",5.37,,AFC001,"Alfie's - Smooth Peanut Butter (300g)",32.22,102.128,Active,0.80,No
"Smooth Peanut Butter 500g",7.66,,AFC032,"Alfie's - Smooth Peanut Butter (500g)",45.96,102.018,Active,0.80,No
"Smooth Peanut Butter 800g",11.32,,AFC012,"Alfie's - Smooth Peanut Butter Tub (800g)",67.92,102.139,Active,0.80,No
"Smooth Peanut Butter Label (300g)",0,RAW021,RAW021,"Smooth Peanut Butter Label (300g)",0,,Active,1.00,Yes
"Smooth Peanut Butter Label (500g)",0,RAW027,RAW027,"Smooth Peanut Butter Label (500g)",0,,Active,1.00,Yes
"Smooth Peanut Butter Label (800g)",0,RAW031,RAW031,"Smooth Peanut Butter Label (800g)",0,,Active,1.00,Yes
"Snack Lovers - Pork Crackle | Hot & Spicy (75g)",49.5,SNA012,SNA012,"Snack Lovers - Pork Crackle | Hot & Spicy (75g)",49.5,104.0012,Active,1.00,Yes
"Snack Lovers - Pork Crackle | Original (75g)",49.5,SNA011,SNA011,"Snack Lovers - Pork Crackle | Original (75g)",49.5,104.0011,Active,1.00,Yes
"Snack Lovers - Tubes | BBQ (160g)",32,SNA001,SNA001,"Snack Lovers - Tubes | BBQ (160g)",32,104.0001,Active,1.00,Yes
"Snack Lovers - Tubes | Chilli (160g)",32,SNA007,SNA007,"Snack Lovers - Tubes | Chilli (160g)",32,104.0007,Active,1.00,Yes
"Snack Lovers - Tubes | Tangy Tomato (160g)",32,SNA002,SNA002,"Snack Lovers - Tubes | Tangy Tomato (160g)",32,104.0002,Active,1.00,Yes
"Snack Lovers - Tubes | Triple Cheese (160g)",32,SNA000,SNA000,"Snack Lovers - Tubes | Triple Cheese (160g)",32,104,Active,1.00,Yes
"Snap Sticks - Chilli 50g",5.75,,DJ013,"D.Jay's - Snap Sticks - Chilli (50g)",5.75,105.013,Active,0.80,Yes
"Snap Sticks - Traditional 50g",5.75,,DJ012,"D.Jay's - Snap Sticks - Traditional (50g)",5.75,105.012,Active,0.80,Yes
"Southern Seagreens - Chilli Kelp (70g)",13,SSG000,SSG000,"Southern Seagreens - Chilli Kelp (70g)",13,101,Active,1.00,Yes
"Southern Seagreens - Furikake (75g)",13,SSG001,SSG001,"Southern Seagreens - Furikake (75g)",13,101.000001,Active,1.00,Yes
"Southern Seagreens - Kelp Disco Jam (100g)",13,SSG003,SSG003,"Southern Seagreens - Kelp Disco Jam (100g)",13,101.00003,Active,1.00,Yes
"Southern Seagreens - Kelp Salt (110g)",10.5,SSG002,SSG002,"Southern Seagreens - Kelp Salt (110g)",10.5,101.000002,Active,1.00,Yes
"Southern Seagreens - Smoked Kelp Wonder Dust (30g)",15,SSG004,SSG004,"Southern Seagreens - Smoked Kelp Wonder Dust (30g)",15,101.00004,Active,1.00,Yes
"Southern Seagreens - Wakame Hot Sauce (150ml)",13,SSG005,SSG005,"Southern Seagreens - Wakame Hot Sauce (150ml)",13,101.00005,Active,1.00,Yes
"Soy - Sweet Chilli & Lime Crisps",0,RAW134,RAW134,"Soy - Sweet Chilli & Lime Crisps",0,,Active,1.00,Yes
"Soy Crisp - Original",0,RAW136,RAW136,"Soy Crisp - Original",0,,Active,1.00,Yes
"Soy Crisp - Sweet Chilli (250g)",0,RAW128,RAW128,"Soy Crisp - Sweet Chilli (250g)",0,,Active,1.00,Yes
"Soy Crisp (plain) - Front Label (250g)",0,RAW127,RAW127,"Soy Crisp (plain) - Front Label (250g)",0,,Active,1.00,Yes
"Spicy Pickle Chips 675g",9.3,,DIL006,"Dillicious - Spicy Pickle - Chips (675g)",60,114.005,Active,0.80,No
"Spicy Pickle Halves 675g",9.3,,DIL003,"Dillicious - Spicy Pickle - Halves (675g)",60,114.002,Active,0.80,No
"Spicy Tomato Chutney 200g",6.81,,CP006,"Crunch - Spicy Tomato Chutney (200g)",40.85,103.021,Active,0.80,No
"Strawberry Shortcake Mini 30g",2.3,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
"Sugar Lite Dressing 250ml",11.25,,RAW002,"Peanut - Dark Roasted (Australian)",0,,Active,0.80,No
